0,0,0,12,-11,1094,23.107,835,838
0,0,0,12,-11,1095,23.1,835,834
0,0,0,9,-9,1094,23.06,837,839
0,0,0,11,-9,1095,23.06,835,839
0,0,0,9,-10,1094,23.11,838,836
0,0,0,10,-10,1095,23.11,834,837
0,0,0,11,-11,1096,23.09,835,836
0,0,0,10,-9,1095,23.09,836,838
0,0,0,9,-9,1094,23.1,835,835
0,0,0,7,-11,1094,23.1,833,838
0,0,0,10,-10,1094,23.09,838,835
0,0,0,8,-10,1094,23.09,837,837
0,0,0,9,-9,1096,23.12,837,838
0,0,0,11,-9,1093,23.12,839,837
0,0,0,9,-11,1093,23.06,839,836
0,0,0,9,-11,1093,23.06,832,839
0,0,0,11,-10,1095,23.08,841,834
0,0,0,11,-9,1092,23.08,838,835
0,0,0,8,-10,1095,23.06,838,838
0,0,0,11,-8,1095,23.06,836,838
0,0,0,10,-9,1096,23.08,837,836
0,0,0,13,-9,1093,23.08,836,840
0,0,0,10,-10,1093,23.07,835,835
0,0,0,12,-12,1095,23.07,834,836
0,0,0,10,-10,1094,23.07,834,837
0,0,0,11,-14,1095,23.07,834,836
0,0,0,11,-10,1094,23.1,837,833
0,0,0,9,-12,1093,23.08,836,838
0,0,0,11,-9,1093,23.08,837,837
0,0,0,11,-12,1094,23.08,839,836
0,0,0,11,-10,1092,23.08,839,837
0,0,0,13,-11,1093,23.07,836,837
0,0,0,7,-9,1094,23.07,839,834
0,0,0,11,-12,1093,23.09,839,837
0,0,0,11,-12,1093,23.09,839,840
0,0,0,10,-11,1094,23.1,835,838
0,0,0,9,-12,1094,23.1,841,835
0,0,0,12,-10,1093,23.11,836,840
0,0,0,9,-10,1097,23.11,838,840
0,0,0,9,-10,1092,23.1,837,837
0,0,0,12,-9,1096,23.1,836,839
0,0,0,12,-11,1096,23.07,833,834
0,0,0,11,-11,1095,23.07,836,830
0,0,0,12,-10,1095,23.11,837,839
0,0,0,10,-10,1092,23.11,835,837
0,0,0,10,-11,1095,23.07,843,838
0,0,0,10,-8,1093,23.07,843,842
0,0,0,12,-10,1094,23.05,836,836
0,0,0,12,-15,1094,23.05,838,834
0,0,0,12,-11,1093,23.07,837,833
0,0,0,10,-12,1094,23.07,837,839
0,0,0,11,-9,1090,23.08,838,838
0,0,0,9,-9,1094,23.08,840,841
0,0,0,9,-9,1096,23.06,836,840
0,0,0,9,-10,1094,23.08,835,838
0,0,0,7,-10,1094,23.08,838,836
0,0,0,10,-10,1095,23.12,836,839
0,0,0,9,-10,1093,23.12,832,839
0,0,0,7,-10,1095,23.07,835,838
0,0,0,12,-10,1093,23.07,836,837
0,0,0,11,-9,1093,23.09,835,834
0,0,0,11,-12,1093,23.09,836,839
0,0,0,9,-12,1096,23.09,839,836
0,0,0,10,-11,1092,23.09,836,836
0,0,0,10,-8,1092,23.06,835,837
0,0,0,12,-11,1098,23.06,837,835
0,0,0,11,-13,1098,23.08,835,837
0,0,0,9,-12,1099,23.08,837,838
0,0,0,10,-11,1091,23.12,841,835
0,0,0,9,-13,1099,23.12,833,840
0,0,0,9,-11,1095,23.08,840,836
0,0,0,11,-11,1093,23.08,837,839
0,0,1,12,-10,1094,23.08,839,839
0,0,1,11,-9,1093,23.08,835,836
0,0,0,11,-13,1092,23.08,834,840
0,0,0,10,-10,1092,23.08,838,836
0,0,0,10,-11,1101,23.11,835,838
0,0,0,7,-11,1083,23.11,837,838
0,0,0,8,-12,1094,23.1,838,837
0,0,0,11,-9,1096,23,0,0
0,0,0,11,-14,1095,23.1,838,836
0,0,0,11,-9,1095,23.1,836,833
0,0,0,10,-11,1092,23.08,834,832
0,0,0,12,-9,1093,23.08,837,833
0,0,0,11,-11,1093,23.07,838,838
0,0,0,7,-11,1093,23.07,836,839
0,0,0,12,-11,1094,23.04,838,839
0,0,0,9,-10,1095,23.08,835,837
0,0,0,11,-10,1093,23.08,839,835
0,0,0,11,-13,1094,23.05,834,837
0,0,0,12,-12,1093,23.05,835,840
0,0,0,10,-11,1095,23.11,840,833
0,0,0,10,-10,1095,23.11,837,839
0,0,0,10,-11,1096,23.1,838,839
0,0,0,12,-13,1092,23.1,837,838
0,0,0,9,-11,1095,23.08,836,837
0,0,0,12,-10,1093,23.08,837,837
0,0,0,11,-9,1093,23.05,837,836
0,0,0,11,-10,1095,23.05,836,835
0,0,0,11,-12,1097,23.06,840,834
0,0,0,10,-10,1096,23.06,838,836
0,0,0,12,-10,1092,23.02,841,834
0,0,0,10,-11,1095,23.02,841,839
0,0,0,10,-10,1094,23.1,836,834
0,0,0,7,-9,1095,23.1,837,838
0,0,0,10,-11,1094,23.07,835,837
0,0,0,13,-11,1095,23.07,834,836
0,0,0,12,-10,1093,23.08,834,841
0,0,0,11,-9,1092,23.08,836,838
0,0,0,10,-10,1096,23.09,839,842
0,0,0,12,-8,1094,23.09,839,836
0,0,0,11,-12,1096,23.07,838,836
0,0,0,9,-8,1097,23.07,838,840
0,0,0,10,-9,1093,23.08,837,834
0,0,0,9,-10,1094,23.08,836,836
0,0,0,11,-11,1096,23.07,837,836
0,0,0,11,-12,1092,23.08,840,837
0,0,0,11,-10,1095,23.08,843,835
0,0,0,8,-12,1095,23.11,836,841
0,0,0,10,-10,1095,23.11,840,840
0,0,0,12,-8,1095,23.14,837,837
0,0,0,13,-9,1095,23.14,833,836
0,0,0,10,-11,1094,23.08,837,836
0,0,0,11,-11,1095,23.08,836,839
0,0,0,10,-11,1098,23.09,839,838
0,0,1,9,-8,1091,23.09,839,838
0,0,1,10,-10,1092,23.05,839,838
0,0,0,9,-11,1090,23.05,841,835
0,0,0,12,-9,1092,23.09,835,837
0,0,0,10,-10,1092,23.09,837,832
0,0,0,12,-10,1090,23.05,837,832
0,0,0,12,-12,1094,23.05,840,837
0,0,0,9,-9,1094,23.1,837,835
0,0,0,11,-10,1092,23.1,837,838
0,0,1,12,-9,1096,23.07,840,836
0,0,0,11,-12,1093,23.07,837,834
0,0,0,10,-10,1093,23.1,835,834
0,0,0,12,-10,1094,23.1,838,838
0,0,0,10,-11,1095,23.06,835,840
0,0,0,10,-9,1095,23.06,837,839
0,0,0,13,-10,1095,23.04,836,839
0,0,0,10,-10,1092,23.06,837,838
0,0,0,11,-12,1093,23.06,837,837
0,0,0,10,-12,1095,23.05,839,836
0,0,0,10,-10,1093,23.05,835,839
0,0,0,9,-12,1095,23.08,837,840
0,0,0,13,-9,1096,23.08,836,838
0,0,0,10,-12,1092,23.04,835,835
0,0,0,10,-11,1095,23.04,838,837
0,0,0,10,-8,1093,23.07,838,837
0,0,0,13,-10,1093,23.07,839,835
0,0,0,11,-13,1096,23.08,839,839
0,0,0,11,-10,1093,23.08,840,833
0,0,0,11,-9,1094,23.07,836,837
0,0,0,10,-9,1092,23.07,833,838
0,0,0,10,-10,1094,23.02,839,835
0,0,0,11,-9,1095,23.02,833,842
0,0,0,9,-9,1095,23.04,836,837
0,0,0,12,-10,1093,23.04,838,836
0,0,0,8,-12,1094,23.09,834,838
0,0,0,11,-12,1092,23.09,834,835
0,0,0,8,-11,1092,23.07,834,836
0,0,0,10,-11,1091,23.07,839,835
0,0,0,10,-12,1094,23.07,835,837
0,0,0,12,-11,1094,23.07,838,838
0,0,0,9,-11,1095,23.09,841,839
0,0,0,10,-12,1093,23.09,839,839
0,0,0,11,-10,1093,23.05,836,839
0,0,0,11,-9,1096,23.05,839,837
0,0,0,11,-12,1095,23.07,836,839
0,0,0,10,-11,1094,23.07,837,839
0,0,0,12,-9,1094,23.03,836,834
0,0,0,10,-12,1095,23.07,839,838
0,0,0,9,-12,1095,23.07,838,840
0,0,0,9,-10,1094,23.05,839,839
0,0,0,8,-9,1095,23.05,838,838
0,0,0,9,-9,1097,23.1,836,833
0,0,0,10,-10,1094,23.1,834,836
0,0,0,11,-12,1094,23.08,834,834
0,0,0,8,-9,1093,23.08,837,842
0,0,0,11,-11,1094,23.1,837,833
0,0,0,12,-11,1096,23.1,841,835
0,0,0,9,-10,1094,23.06,842,835
0,0,0,10,-9,1094,23.06,837,838
0,0,0,12,-11,1097,23.07,838,834
0,0,0,10,-8,1093,23.07,838,834
0,0,0,13,-11,1093,23.05,839,838
0,0,0,10,-13,1096,23.05,836,833
0,0,0,9,-12,1094,23.05,838,835
0,0,0,6,-9,1100,23.05,840,840
0,0,0,9,-12,1099,23.08,836,836
0,0,1,12,-11,1106,23.08,837,835
0,0,0,10,-11,1098,23.05,836,835
0,0,0,9,-12,1106,23.05,836,839
